Name	GeneDB IDs	Log2 H/L	Log10 (Int H*L)	Group	Glycosome status 
	Tb927.4.2970 	-0.027047872	12.1423727	i	red
	Tb927.3.3120 	-0.027592467	12.3917045	i	red
	Tb927.7.1530 	-0.027853939	13.9566679	i	red
	Tb927.10.9780 	-0.028925542	11.48457835	i	red
	Tb11.02.0140 	-0.028948896	14.77575115	i	red
	Tb11.01.1470 	-0.029545573	17.3960075	i	red
	Tb927.10.9570 	-0.030355124	16.82082453	i	red
	Tb927.5.770 	-0.030486613	10.81098896	i	red
	Tb927.5.600 	-0.030653253	15.85728996	i	red
	Tb927.10.8540 	-0.030707656	14.66413646	i	red
	Tb927.10.15330 	-0.030861547	16.73483658	i	red
	Tb927.2.830 	-0.030869947	15.66723983	i	red
	Tb11.22.0001 	-0.03171236	18.40835814	i	red
	Tb927.2.5970 	-0.032325923	12.53466683	i	red
	Tb927.3.5350 	-0.03296423	14.17712887	i	red
	Tb927.6.3030 	-0.033008512	14.86901886	i	red
	Tb927.8.5540 	-0.034633119	10.51913767	i	red
	Tb927.4.3810 	-0.035741855	14.65915826	i	red
	Tb09.160.3820 	-0.035795761	16.83687891	i	red
	Tb09.211.1540 	-0.03615431	14.56345694	i	red
	Tb927.7.630 	-0.036218288	13.62665129	i	red
	Tb927.10.3770 	-0.036245908	15.95657246	i	red
	Tb927.6.4370 	-0.036507776	15.60699671	i	red
	Tb927.10.70 	-0.036721448	12.53010377	i	red
	Tb927.10.6340 	-0.037554697	12.77807848	i	red
	Tb927.8.2510 	-0.038228521	13.71369351	i	red
	Tb09.160.4570 	-0.038370251	15.69757581	i	red
	Tb927.7.1780 	-0.038453146	17.6227344	i	red
	Tb09.211.4190 	-0.038685762	14.45964263	i	red
	Tb927.6.140 	-0.039621742	14.21251686	i	red
	Tb927.10.1320 	-0.039659787	13.59238037	i	red
	Tb927.8.6670 	-0.039918345	11.95512399	i	red
	Tb927.10.2040 	-0.041314046	15.39762408	i	red
	Tb927.10.7300 	-0.04141873	12.45057026	i	red
	Tb11.22.0004 	-0.041668087	15.25971612	i	red
	Tb11.02.1040 	-0.041748898	14.36018769	i	red
	Tb927.2.450 	-0.042218922	15.79194418	i	red
	Tb927.2.3610 	-0.042567927	15.94094335	i	red
	Tb11.01.8320 	-0.043259345	13.45819918	i	red
	Tb927.1.1120 	-0.043333549	15.49587316	i	red
	Tb11.01.2000 	-0.043691349	16.15481525	i	red
	Tb927.6.1190 	-0.045356989	12.86322582	i	red
	Tb927.8.7530 	-0.045389116	17.17784805	i	red
	Tb927.3.1680 	-0.045476568	14.509764	i	red
	Tb927.2.5980 	-0.045514524	19.2486362	i	red
	Tb11.47.0022 	-0.046315786	15.37929682	i	red
	Tb927.10.2960 	-0.047487525	13.77660714	i	red
	Tb927.7.1600 	-0.047786112	12.47964098	i	red
	Tb927.8.5970 	-0.048889701	14.58642007	i	red
	Tb927.8.5860 	-0.051691475	14.22452832	i	red
	Tb11.02.0030 	-0.053226049	16.96661933	i	red
	Tb11.47.0036 	-0.053418844	12.72074227	i	red
	Tb927.10.540 	-0.053863915	18.61793463	i	red
	Tb927.10.13720 	-0.05430977	12.75976096	i	red
	Tb11.02.3180 	-0.054811833	12.27945096	i	red
	Tb927.10.10830 	-0.054859041	12.98611749	i	red
	Tb927.10.11870 	-0.055238645	13.51235133	i	red
	Tb927.7.5760 	-0.056109236	15.16734025	i	red
	Tb927.10.11370 	-0.056293644	12.89464536	i	red
	Tb11.02.1070 	-0.056656242	15.69036061	i	red
	Tb927.10.8030 	-0.056895868	16.89190128	i	red
	Tb11.01.4050 	-0.057002568	16.31897392	i	red
	Tb927.10.1590 	-0.058343522	13.7078813	i	red
	Tb09.211.3940 	-0.05859223	12.35140988	i	red
	Tb11.01.5500 	-0.059926412	15.05696852	i	red
	Tb927.10.7670 	-0.060063638	16.34213093	i	red
	Tb927.3.1820 	-0.060841513	13.52929783	i	red
	Tb11.01.6835 	-0.06126192	16.96310278	i	red
	Tb11.01.0600 	-0.061556113	12.76806957	i	red
	Tb11.02.0815 	-0.061573421	14.71214048	i	red
	Tb11.03.0790 	-0.061646724	13.60024601	i	red
	Tb927.10.11930 	-0.061956365	15.99288224	i	red
	Tb927.3.4450 	-0.062633351	12.06004728	i	red
	Tb927.6.4070 	-0.063017269	12.86149436	i	red
	Tb927.7.1710 	-0.063251171	11.12083423	i	red
	Tb927.7.1160 	-0.063689653	12.01689215	i	red
	Tb927.10.7620 	-0.063954855	12.38844878	i	red
	Tb927.10.7630 	-0.064736397	14.95337369	i	red
	Tb927.7.5160 	-0.064977842	13.96017588	i	red
	Tb11.01.6740 	-0.065494322	15.0832664	i	red
	Tb927.10.15230 	-0.065751528	12.61513198	i	red
	Tb11.18.0004 	-0.066557027	15.64551274	i	red
	Tb927.10.380 	-0.06681251	9.94331048	i	red
	Tb927.6.4080 	-0.066865524	11.94602751	i	red
	Tb927.10.3520 	-0.067024637	14.26195841	i	red
	Tb927.5.980 	-0.067152668	13.47014731	i	red
	Tb927.4.3800 	-0.067601258	13.88356761	i	red
	Tb927.4.3060 	-0.067787132	18.58395174	i	red
	Tb927.2.5130 	-0.067869623	14.19668565	i	red
	Tb927.7.6620 	-0.069490417	14.59813152	i	red
	Tb927.2.2140 	-0.069648694	13.02386671	i	red
	Tb11.22.0012 	-0.0698596	17.35200055	i	red
	Tb927.5.3310 	-0.069987524	12.25183222	i	red
	Tb927.3.2860 	-0.070765473	11.71164588	i	red
	Tb927.10.5590 	-0.070872976	11.00173632	i	red
	Tb927.5.1520 	-0.072992058	16.53075956	i	red
	Tb11.01.5980 	-0.073484341	12.76210591	i	red
	Tb927.8.7030 	-0.074410669	12.45858664	i	red
	Tb927.6.1890 	-0.075280863	14.78798724	i	red
	Tb927.8.3340 	-0.076202296	15.12140701	i	red
	Tb927.4.1930 	-0.077397379	14.60556415	i	red
	Tb927.10.270 	-0.077581181	15.27752873	i	red
	Tb09.160.5580 	-0.077789534	17.18721153	i	red
	Tb927.7.2400 	-0.079767687	14.72287615	i	red
	Tb09.211.1330 	-0.079813429	13.77402713	i	red
	Tb11.01.7535 	-0.080024635	16.48736914	i	red
	Tb927.8.5020 	-0.080706657	11.97292325	i	red
	Tb927.8.4290 	-0.080711922	17.03234618	i	red
	Tb11.02.5820 	-0.082946843	13.91567659	i	red
	Tb927.2.3910 	-0.083076499	12.7271019	i	red
	Tb927.10.5660 	-0.083278787	12.82252379	i	red
	Tb927.7.4620 	-0.083335022	14.26397087	i	red
	Tb927.4.1580 	-0.083898732	13.62883564	i	red
	Tb09.211.1950 	-0.084062921	15.00330968	i	red
	Tb927.6.4740 	-0.084215879	15.63424657	i	red
	Tb927.4.870 	-0.084285082	16.33777021	i	red
	Tb09.160.4850 	-0.084394968	13.4672145	i	red
	Tb11.01.2370 	-0.085016673	12.56179497	i	red
	Tb927.7.7010 	-0.085407956	12.44324312	i	red
	Tb09.211.0720 	-0.085619174	13.11573741	i	red
	Tb11.12.0004 	-0.085874082	13.07758233	i	red
	Tb11.02.2700 	-0.086120087	16.84277055	i	red
	Tb927.10.3260 	-0.08625023	17.82428637	i	red
	Tb11.02.2250 	-0.086608402	11.90929517	i	red
	Tb927.10.1100 	-0.086927665	17.89709892	i	red
	Tb927.2.4240 	-0.087425761	16.44952608	i	red
	Tb09.211.0110 	-0.08764078	17.39699105	i	red
	Tb11.02.0740 	-0.087907472	16.47677049	i	red
	Tb927.8.6460 	-0.088548697	11.49177902	i	red
	Tb09.160.2780 	-0.09028193	17.32713288	i	red
	Tb11.01.1040 	-0.090291591	14.02020609	i	red
	Tb11.01.3090 	-0.091207002	13.29802438	i	red
	Tb927.6.1990 	-0.09131307	13.58783073	i	red
	Tb927.10.3200 	-0.091433113	14.65922552	i	red
	Tb927.3.1210 	-0.091452847	14.80985991	i	red
	Tb11.18.0006 	-0.092294031	13.68419765	i	red
	Tb11.01.5860 	-0.092334697	18.29606492	i	red
	Tb927.4.5350 	-0.09244784	13.02725504	i	red
	Tb09.211.2420 	-0.092463222	12.95365275	i	red
	Tb927.3.4390 	-0.092646701	14.04953324	i	red
	Tb11.02.4100 	-0.092708747	14.39139923	i	red
	Tb11.01.5720 	-0.093058827	17.18736449	i	red
	Tb09.211.2630 	-0.093362347	17.19078284	i	red
	Tb11.01.2150 	-0.093831404	11.33859606	i	red
	Tb927.6.590 	-0.093931928	15.14970238	i	red
	Tb11.01.5710 	-0.09433861	16.84635745	i	red
	Tb11.02.3510 	-0.094501608	13.49909408	i	red
	Tb927.1.570 	-0.09530103	12.78370546	i	red
	Tb927.10.15270 	-0.096936483	12.41736484	i	red
	Tb927.6.2400 	-0.09696173	11.31420274	i	red
	Tb11.01.7490 	-0.0971469	12.84443954	i	red
	Tb927.2.2990 	-0.097179514	12.7630797	i	red
	Tb927.5.3140 	-0.097887821	15.17614287	i	red
	Tb927.5.4290 	-0.098150321	12.04324152	i	red
	Tb927.10.4110 	-0.098283205	17.58993692	i	red
	Tb927.6.4700 	-0.098490099	12.32897825	i	red
	Tb927.3.3660 	-0.098943964	12.78055261	i	red
	Tb927.7.5180 	-0.099158638	18.61708784	i	red
	Tb11.02.1690 	-0.099185347	14.88439088	i	red
	Tb927.6.1580 	-0.099423931	12.89534469	i	red
	Tb927.10.810 	-0.101180252	12.47834569	i	red
	Tb927.7.2980 	-0.10228396	16.43977526	i	red
	Tb927.8.3150 	-0.102732536	19.07653232	i	red
	Tb09.160.0690 	-0.102804125	12.68145415	i	red
	Tb927.8.4660 	-0.102854994	14.4596661	i	red
	Tb09.244.2770 	-0.103317395	12.9513167	i	red
	Tb927.4.720 	-0.104402665	13.69805126	i	red
	Tb927.5.1240 	-0.104480215	11.65170362	i	red
	Tb927.8.8310 	-0.105688081	14.60516716	i	red
	Tb11.01.5390 	-0.10648246	13.73403158	i	red
	Tb11.02.0260 	-0.106593425	12.19325303	i	red
	Tb927.10.6030 	-0.106917423	16.35578566	i	red
	Tb09.160.4090 	-0.107010647	13.7984169	i	red
	Tb11.01.1790 	-0.107066001	18.6668744	i	red
	Tb927.4.890 	-0.107430227	12.53022848	i	red
	Tb927.6.2780 	-0.108372454	15.28169494	i	red
	Tb09.211.2650 	-0.108491478	17.80039708	i	red
	Tb927.10.13280 	-0.108552127	16.93554985	i	red
	Tb11.02.2390 	-0.109252723	12.71733434	i	red
	Tb927.10.220 	-0.109882797	18.35797284	i	red
	Tb11.01.1480 	-0.110000826	17.30629557	i	red
	Tb927.6.4800 	-0.110257329	15.5416551	i	red
	Tb927.5.1720 	-0.110439503	12.34250443	i	red
	Tb927.6.4260 	-0.110651068	12.73273713	i	red
	Tb927.8.5260 	-0.110687474	17.3176382	i	red
	Tb927.7.4390 	-0.11075632	17.70251636	i	red
	Tb11.02.1840 	-0.111061493	15.87640015	i	red
	Tb927.7.4220 	-0.111409151	15.98845502	i	red
	Tb927.4.2310 	-0.112240066	16.05931246	i	red
	Tb927.10.190 	-0.112257797	17.95983054	i	red
	Tb927.10.600 	-0.112499976	12.04599022	i	red
	Tb11.01.6600 	-0.112989512	13.6986475	i	red
	Tb927.8.2690 	-0.113301591	12.77353545	i	red
	Tb06.3A7.270 	-0.113504479	11.74318942	i	red
	Tb11.01.0355 	-0.114069897	18.36860126	i	red
	Tb927.10.3280 	-0.114092516	16.33890925	i	red
	Tb927.10.14810 	-0.116066781	14.70250057	i	red
	Tb11.01.1475 	-0.11620101	17.13964505	i	red
	Tb11.01.6670 	-0.117039474	13.80597647	i	red
	Tb11.01.1660 	-0.117740667	11.64591139	i	red
	Tb11.50.0005 	-0.117760281	18.06580918	i	red
	Tb927.10.15810 	-0.117836765	13.10161784	i	red
	Tb09.160.0700 	-0.118454047	19.44865989	i	red
	Tb927.1.1390 	-0.119228288	11.91464651	i	red
	Tb927.8.1330 	-0.119905256	17.10467349	i	red
	Tb927.10.1990 	-0.120200148	11.40116929	i	red
	Tb09.244.2725 	-0.121785932	14.02759484	i	red
	Tb927.8.940 	-0.122271453	14.41469508	i	red
	Tb927.2.1210 	-0.122444196	14.33621894	i	red
	Tb11.02.3990 	-0.122512212	11.97542184	i	red
	Tb11.02.1720 	-0.123449657	12.96540524	i	red
	Tb11.01.6120 	-0.123533772	10.40542097	i	red
	Tb927.10.9070 	-0.123779727	14.01048281	i	red
	Tb927.10.13990 	-0.124565911	13.68667229	i	red
	Tb11.02.1210 	-0.125195167	17.84103769	i	red
	Tb927.10.5610 	-0.125363638	18.62356992	i	red
	Tb927.4.1850 	-0.12537458	16.44166992	i	red
	Tb09.211.3270 	-0.125462782	17.73779045	i	red
	Tb927.1.1720 	-0.125740454	15.75217452	i	red
	Tb11.02.4360 	-0.125934592	16.67590309	i	red
	Tb11.01.5690 	-0.126024812	14.98385064	i	red
	Tb927.5.2070 	-0.126576457	10.5666538	i	red
	Tb09.211.4850 	-0.126713751	17.37589833	i	red
	Tb927.7.7040 	-0.127320934	14.09819268	i	red
	Tb11.01.1920 	-0.128679209	12.87987071	i	red
	Tb927.6.1470 	-0.128899574	18.22056278	i	red
	Tb11.01.3675 	-0.129042993	18.47545462	i	red
	Tb927.6.4670 	-0.130365444	13.00689681	i	red
	Tb09.160.3670 	-0.131154482	14.39135719	i	red
	Tb11.01.8510 	-0.131203559	18.61489392	i	red
	Tb927.10.10730 	-0.131626668	16.59501923	i	red
	Tb11.02.1400 	-0.132230024	14.92268264	i	red
	Tb927.10.14370 	-0.133115754	11.26119491	i	red
	Tb927.3.5630 	-0.134002027	11.03782699	i	red
	Tb11.02.4000 	-0.134555313	19.0260379	i	red
	Tb11.01.5590 	-0.134688786	17.00656876	i	red
	Tb927.1.1700 	-0.135169703	13.45497594	i	red
	Tb927.7.4820 	-0.135314807	13.27927196	i	red
	Tb927.6.3940 	-0.135408067	13.08804395	i	red
	Tb11.02.0250 	-0.135701757	18.44765964	i	red
	Tb927.2.2220 	-0.136237159	13.14026398	i	red
	Tb11.01.7070 	-0.136378476	14.99409659	i	red
	Tb927.3.5580 	-0.137028955	11.87186733	i	red
	Tb927.6.2090 	-0.137137193	16.96862177	i	red
	Tb09.211.2830 	-0.13774966	10.98461834	i	red
	Tb927.10.4640 	-0.138468963	13.92255996	i	red
	Tb927.8.1860 	-0.139013373	13.5125648	i	red
	Tb09.160.1740 	-0.139061032	12.88744252	i	red
	Tb927.8.2540 	-0.139773077	18.46732869	i	red
	Tb927.8.760 	-0.140565033	16.65501611	i	red
	Tb11.02.1085 	-0.14063465	18.4043543	i	red
	Tb927.10.3660 	-0.141339534	16.49061633	i	red
	Tb927.10.14870 	-0.141760814	16.60480562	i	red
	Tb11.02.1920 	-0.142458148	13.10035594	i	red
	Tb927.10.14130 	-0.142815194	10.54982395	i	red
	Tb927.7.4680 	-0.142842408	14.94273453	i	red
	Tb927.10.7740 	-0.143015848	13.7559623	i	red
	Tb11.01.2340 	-0.143144446	12.69177677	i	red
	Tb927.10.3570 	-0.144711894	13.82625473	i	red
	Tb927.10.10700 	-0.144759686	13.1539145	i	red
	Tb927.8.4480 	-0.145477656	12.79586369	i	red
	Tb927.10.15120 	-0.145706066	18.68402983	i	red
	Tb11.01.0720 	-0.145733	14.3178412	i	red
	Tb927.7.1040 	-0.146472057	18.86304212	i	red
	Tb927.10.2840 	-0.148308353	17.36976533	i	red
	Tb927.10.13450 	-0.148384867	15.01398023	i	red
	Tb09.244.2790 	-0.148672259	16.72350919	i	red
	Tb09.211.4550 	-0.148677708	15.55335204	i	red
	Tb09.244.2730 	-0.149008269	16.92236592	i	red
	Tb11.01.0450 	-0.149774071	15.03936297	i	red
	Tb11.01.3200 	-0.150785332	11.80325121	i	red
	Tb11.01.7480 	-0.150945505	14.18770606	i	red
	Tb11.02.1380 	-0.151564539	12.89295168	i	red
	Tb09.160.4020 	-0.152774851	14.38321257	i	red
	Tb927.8.6150 	-0.154423112	18.00528769	i	red
	Tb11.02.0240 	-0.154795363	15.03284224	i	red
	Tb927.3.1690 	-0.154819715	16.74401058	i	red
	Tb11.01.1280 	-0.155035939	13.37195866	i	red
	Tb927.1.2260 	-0.155569303	17.26898973	i	red
	Tb09.160.5560 	-0.155582207	13.81538287	i	red
	Tb927.4.1860 	-0.155902283	17.43275819	i	red
	Tb927.7.4320 	-0.156160835	11.4106431	i	red
	Tb927.7.1740 	-0.156223919	17.3752616	i	red
	Tb927.3.1730 	-0.156643201	12.00251067	i	red
	Tb11.02.0820 	-0.156643201	13.13034051	i	red
	Tb927.1.3180 	-0.157386134	16.53301071	i	red
	Tb927.10.7330 	-0.158711563	17.82779183	i	red
	Tb927.10.1080 	-0.158914532	17.15800068	i	red
	Tb927.6.1700 	-0.159750807	14.70115133	i	red
	Tb927.10.11160 	-0.161508033	12.30418118	i	red
	Tb927.3.1590 	-0.16172962	14.88733663	i	red
	Tb927.3.5070 	-0.162847935	10.89012731	i	red
	Tb927.7.3680 	-0.163683372	17.35807827	i	red
	Tb11.02.2070 	-0.164528607	14.89929508	i	red
	Tb927.1.3170 	-0.165444704	12.37308671	i	red
	Tb927.3.3100 	-0.166806615	12.65212142	i	red
	Tb927.6.5040 	-0.167126139	16.28264203	i	red
	Tb927.10.1060 	-0.1680961	19.15132086	i	red
	Tb927.10.14600 	-0.168744347	17.68824912	i	red
	Tb927.7.840 	-0.169849735	16.16205371	i	red
	Tb09.211.3290 	-0.169908582	13.63734297	i	red
	Tb927.10.3940 	-0.170695612	16.00493858	i	red
	Tb927.8.4650 	-0.170737849	13.12063819	i	red
	Tb927.5.3350 	-0.170841824	13.00501088	i	red
	Tb927.6.4980 	-0.172902257	17.63468592	i	red
	Tb927.3.1780 	-0.173888836	11.96939255	i	red
	Tb11.02.3595 	-0.177072926	14.77009938	i	red
	Tb927.7.6930 	-0.17721184	16.35916715	i	red
	Tb927.3.2880 	-0.177980119	16.18274906	i	red
	Tb927.3.5000 	-0.178911228	13.84966254	i	red
	Tb927.3.2200 	-0.181261387	12.69030673	i	red
	Tb927.6.2790 	-0.183180648	17.3950091	i	red
	Tb09.244.2630 	-0.183663075	18.53568064	i	red
	Tb927.10.14640 	-0.18445736	13.30596349	i	red
	Tb927.6.720 	-0.184726045	16.52023744	i	red
	Tb927.2.5060 	-0.185736709	14.71104138	i	red
	Tb927.3.2180 	-0.187727123	16.07864303	i	red
	Tb927.10.6820 	-0.189101987	14.52015307	i	red
	Tb927.4.750 	-0.189927129	12.76257115	i	red
	Tb11.01.2820 	-0.190157544	12.56002835	i	red
	Tb927.10.12430 	-0.191482196	13.75570075	i	red
	Tb11.01.5355 	-0.193405073	15.49429253	i	red
	Tb927.1.3010 	-0.194542439	10.8787887	i	red
	Tb927.10.6050 	-0.195293749	18.37650395	i	red
	Tb927.8.6850 	-0.196276993	12.36763766	i	red
	Tb927.10.9800 	-0.19656236	14.93109672	i	red
	Tb927.4.5000 	-0.197963989	14.37784782	i	red
	Tb927.8.5840 	-0.198745582	10.83931856	i	red
	Tb09.160.5530 	-0.199145104	14.17842806	i	red
	Tb927.8.6060 	-0.201909649	18.53748756	i	red
	Tb11.01.4750 	-0.203823842	17.09809666	i	red
	Tb927.5.3090 	-0.20573984	15.83185022	i	red
	Tb11.39.0008 	-0.207518077	12.08861482	i	red
	Tb927.7.3430 	-0.209264406	11.76692401	i	red
	Tb927.10.700 	-0.209828515	12.7103795	i	red
	Tb11.14.0007 	-0.213539993	13.37664215	i	red
	Tb927.3.5600 	-0.213615479	15.84886444	i	red
	Tb11.01.7280 	-0.214041333	13.49235297	i	red
	Tb927.10.6400 	-0.215100904	19.78643115	i	red
	Tb927.10.10130 	-0.215764061	14.67765816	i	red
	Tb927.7.1910 	-0.217239192	13.65025143	i	red
	Tb927.6.1670 	-0.21729429	12.01342448	i	red
	Tb927.3.5180 	-0.217301906	15.89516585	i	red
	Tb927.1.3110 	-0.217778206	14.65362594	i	red
	Tb927.8.3630 	-0.218346531	13.82012864	i	red
	Tb927.6.2010 	-0.220636386	15.75587878	i	red
	Tb927.4.3450 	-0.223017307	15.54936023	i	red
	Tb927.6.1590 	-0.223174855	14.75691123	i	red
	Tb09.160.5310 	-0.226840981	11.91672966	i	red
	Tb927.4.2680 	-0.227472428	13.59442833	i	red
	Tb927.4.2470 	-0.227793389	14.47590048	i	red
	Tb11.02.0570 	-0.229668471	13.74757054	i	red
	Tb927.8.2000 	-0.230159242	16.41963371	i	red
	Tb927.4.3920 	-0.231091598	12.94152188	i	red
	Tb927.4.2650 	-0.233684712	13.64123949	i	red
	Tb11.01.1820 	-0.234108867	14.58035348	i	red
	Tb927.6.5000 	-0.234736845	12.54241062	i	red
	Tb927.10.10010 	-0.236587297	14.9649419	i	red
	Tb927.8.2070 	-0.236656419	14.11082471	i	red
	Tb927.10.11990 	-0.237872419	14.38717912	i	red
	Tb927.6.3570 	-0.238833892	12.375379	i	red
	Tb11.01.4701 	-0.240800443	16.6425053	i	red
	Tb927.5.2840 	-0.24119596	11.90951552	i	red
	Tb927.6.2100 	-0.243017391	14.91518031	i	red
	Tb927.10.4430 	-0.244250595	16.03209343	i	red
	Tb927.10.890 	-0.247217161	13.63761447	i	red
	Tb927.6.3310 	-0.252752778	14.40881615	i	red
	Tb927.10.13730 	-0.258126601	17.04870649	i	red
	Tb927.5.1840 	-0.261033334	10.97213985	i	red
	Tb09.160.2210 	-0.262748232	12.33811008	i	red
	Tb927.4.3840 	-0.265477975	15.21976661	i	red
	Tb927.7.7230 	-0.266680371	12.80039208	i	red
	Tb927.10.520 	-0.267500666	16.74425567	i	red
	Tb927.6.3250 	-0.269164438	14.03232953	i	red
	Tb927.2.4650 	-0.273813999	11.22428788	i	red
	Tb927.10.8200 	-0.278634877	15.58183538	i	red
	Tb927.7.800 	-0.281368767	12.54847069	i	red
	Tb927.10.12310 	-0.282253189	13.91038988	i	red
	Tb09.160.5620 	-0.282633763	17.78106616	i	red
	Tb927.5.1780 	-0.284799161	16.55099575	i	red
	Tb927.5.3410 	-0.290391742	10.67064432	i	red
	Tb927.8.2200 	-0.290550544	13.93770256	i	red
	Tb927.8.2260 	-0.292104202	12.63925653	i	red
	Tb927.5.3400 	-0.293828375	16.26089219	i	red
	Tb11.02.3120 	-0.294795411	17.30383037	i	red
	Tb927.10.14190 	-0.295135249	10.42800039	i	red
	Tb927.5.4420 	-0.295218062	16.93882413	i	red
	Tb927.10.5630 	-0.295459961	12.24979663	i	red
	Tb927.2.3920 	-0.295769355	15.32156259	i	red
	Tb11.01.7080 	-0.297484295	13.61087327	i	red
	Tb927.8.1270 	-0.298457909	16.10415662	i	red
	Tb927.10.5430 	-0.304950482	13.86982887	i	red
	Tb11.02.1520 	-0.309860072	11.82385765	i	red
	Tb09.211.2230 	-0.309991039	11.13504423	i	red
	Tb927.4.2630 	-0.310663562	14.22690704	i	red
	Tb927.7.4550 	-0.311337135	13.24209056	i	red
	Tb09.211.4360 	-0.31433788	13.69638168	i	red
	Tb11.01.2610 	-0.318469775	12.04770743	i	red
	Tb11.55.0024 	-0.318509955	13.41950185	i	red
	Tb927.5.1560 	-0.319081565	13.46695026	i	red
	Tb927.6.1610 	-0.321282216	13.0539078	i	red
	Tb927.1.3200 	-0.327366472	11.8873688	i	red
	Tb11.01.0090 	-0.330099418	9.920372999	i	red
	Tb11.02.4050 	-0.331212222	19.09796035	i	red
	Tb927.10.14180 	-0.332172634	16.29580059	i	red
	Tb927.10.16170 	-0.332207766	11.3506406	i	red
	Tb927.3.4500 	-0.333421834	17.45076144	i	red
	Tb927.10.11380 	-0.335584261	13.26595449	i	red
	Tb11.02.1100 	-0.338359838	15.76977075	i	red
	Tb09.211.1620 	-0.340653431	17.31819337	i	red
	Tb09.160.1780 	-0.340714752	12.92350284	i	red
	Tb927.10.4130 	-0.34480964	14.50683051	i	red
	Tb09.211.0940 	-0.347098671	9.73053063	i	red
	Tb09.160.0910 	-0.365072232	10.59034055	i	red
	Tb11.02.5290 	-0.366188026	15.89143442	i	red
	Tb11.02.3290 	-0.366392096	13.51093715	i	red
	Tb927.5.4270 	-0.36657809	10.93663171	i	red
	Tb09.160.2230 	-0.367322303	13.12610057	i	red
	Tb927.2.2540 	-0.369228248	12.83368967	i	red
	Tb927.8.4560 	-0.372019697	11.06340248	i	red
	Tb11.01.1440 	-0.374074952	14.83495065	i	red
	Tb11.02.4250 	-0.374366955	14.1105325	i	red
	Tb927.5.1510 	-0.37553409	10.67974408	i	red
	Tb927.4.3500 	-0.378850696	15.67306393	i	red
	Tb927.10.11220 	-0.380904	16.67705489	i	red
	Tb927.4.1900 	-0.3851988	13.28609964	i	red
	Tb09.211.0870 	-0.387996716	11.450636	i	red
	Tb09.211.2110 	-0.390112687	11.91603432	i	red
	Tb927.6.1520 	-0.39406145	17.73097305	i	red
	Tb11.02.1290 	-0.409236664	15.48219234	i	red
	Tb927.10.3250 	-0.410639182	13.1819201	i	red
	Tb927.10.3790 	-0.412020614	13.43449721	i	red
	Tb927.10.10820 	-0.427776059	12.30178208	i	red
	Tb927.5.2260 	-0.430792432	14.19175892	i	red
	Tb927.10.9900 	-0.437447392	15.21378655	i	red
	Tb927.10.13140 	-0.439923571	15.58500796	i	red
	Tb11.01.3590 	-0.442320341	15.11053572	i	red
	Tb11.01.3560 	-0.447344334	16.620897	i	red
	Tb927.3.4600 	-0.448410158	13.86684403	i	red
	Tb11.01.4890 	-0.44892476	14.72916705	i	red
	Tb11.03.0780 	-0.456365545	12.06644749	i	red
	Tb927.10.4330 	-0.457751869	10.91943286	i	red
	Tb09.160.1030 	-0.458122569	15.31300125	i	red
	Tb927.3.4630 	-0.458366221	13.01263806	i	red
	Tb927.8.4450 	-0.458843441	13.41126013	i	red
	Tb927.4.1420 	-0.461326632	11.97531424	i	red
	Tb09.160.0440 	-0.461705332	14.04050043	i	red
	Tb11.47.0028 	-0.46434514	12.69466296	i	red
	Tb927.7.3620 	-0.47148869	13.2765816	i	red
	Tb927.8.6010 	-0.472989736	13.22451293	i	red
	Tb09.211.0040 	-0.477424407	11.8896879	i	red
	Tb927.1.1610 	-0.480337331	11.59472712	i	red
	Tb927.4.1510 	-0.48247233	15.09708794	i	red
	Tb11.01.0500 	-0.494569217	10.44576071	i	red
	Tb927.10.2780 	-0.496244213	13.17993238	i	red
	Tb927.7.3050 	-0.502852642	13.56302681	i	red
	Tb927.8.7040 	-0.503720261	15.00950067	i	red
	Tb11.01.7790 	-0.508530069	10.45281703	i	red
	Tb927.7.970 	-0.518273994	15.25390263	i	red
	Tb927.4.1080 	-0.524369381	16.32952118	i	red
	Tb927.7.2570 	-0.548543568	10.60690167	i	red
	Tb927.8.4920 	-0.554294482	13.28416063	i	red
	Tb927.3.4100 	-0.570657203	12.7775402	i	red
	Tb11.01.3850 	-0.575699579	13.09660858	i	red
	Tb927.10.2770 	-0.575905335	16.46492426	i	red
	Tb11.01.5280 	-0.58665131	13.42119941	i	red
	Tb927.8.7600 	-0.601780989	15.22475414	i	red
	Tb927.5.3120 	-0.6145988	15.1187265	i	red
	Tb927.6.1010 	-0.618483953	14.39132429	i	red
	Tb927.8.2080 	-0.626802832	12.44951521	i	red
	Tb11.39.0005 	-0.643811106	14.93214999	i	red
	Tb927.8.5490 	-0.64840254	13.29343719	i	red
	Tb927.8.8170 	-0.650521485	11.62724691	i	red
	Tb11.02.5480 	-0.668478213	14.46210114	i	red
	Tb927.10.9830 	-0.670322717	15.35885922	i	red
	Tb927.5.3390 	-0.703398274	14.77740843	i	red
	Tb11.02.4060 	-0.718094076	11.58660198	i	red
	Tb927.8.7340 	-0.727116827	13.38818278	i	red
	Tb927.5.2160 	-0.734515095	13.19586523	i	red
	Tb11.02.4120 	-0.74486818	16.47001527	i	red
	Tb11.02.3780 	-0.752704373	14.87938803	i	red
	Tb927.5.3110 	-0.754082157	12.90345991	i	red
